id_client,nom_client,email_contact,telephone_contact,type_client,siret_entreprise,id_forfait_actuel,nom_forfait_actuel,statut_contrat,score_nps_satisfaction,date_souscription,arpu_mensuel_actuel_eur,arpu_potentiel_5g_max_eur,gain_arpu_potentiel_eur,consommation_donnees_mensuelle_gb,quota_donnees_mensuel_gb,taux_utilisation_quota_mars_pct,frais_hors_forfait_eur,commune,code_departement,nom_region,nb_micro_coupures_reseau_30j,score_risque_churn_pct,score_propension_upsell_5g_pct
CLI-04717,Client Robert 4717,client.4717@email.fr,+33684376748,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-04-16,29.99,44.99,15.0,71.0,100.0,71.0,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-04718,Client Bernard 4718,client.4718@email.fr,+33658320902,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-04-02,29.99,44.99,15.0,64.8,100.0,64.8,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-04719,Client Petit 4719,client.4719@email.fr,+33618397264,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-08-27,29.99,44.99,15.0,61.0,100.0,61.0,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,1,19.0,95.0
CLI-04720,Client Dupont 4720,client.4720@email.fr,+33658794832,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-02-06,29.99,44.99,15.0,30.5,100.0,30.5,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,0,15.0,95.0
CLI-04721,Client Robert 4721,client.4721@email.fr,+33646374112,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-06-18,29.99,44.99,15.0,47.8,100.0,47.8,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-04722,Client Martin 4722,client.4722@email.fr,+33638696961,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-02-16,29.99,44.99,15.0,66.5,100.0,66.5,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-04723,Client Robert 4723,client.4723@email.fr,+33612062496,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-05-02,29.99,44.99,15.0,67.4,100.0,67.4,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,95.0
CLI-04724,Client Martin 4724,client.4724@email.fr,+33628925976,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-06-10,29.99,44.99,15.0,78.7,100.0,78.7,0.0,Toulouse,31 - Haute-Garonne,Occitanie,3,27.0,85.0
CLI-04725,Client Martin 4725,client.4725@email.fr,+33627383404,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-10-09,29.99,44.99,15.0,33.2,100.0,33.2,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,85.0
CLI-04726,Client Martin 4726,client.4726@email.fr,+33688622189,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-05-17,29.99,44.99,15.0,56.1,100.0,56.1,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-04727,Client Petit 4727,client.4727@email.fr,+33640369851,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-07-04,29.99,44.99,15.0,39.8,100.0,39.8,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,3,27.0,95.0
CLI-04728,Client Martin 4728,client.4728@email.fr,+33694354073,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-05-15,29.99,44.99,15.0,35.0,100.0,35.0,0.0,Toulouse,31 - Haute-Garonne,Occitanie,3,27.0,95.0
CLI-04729,Client Robert 4729,client.4729@email.fr,+33648844202,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-07-09,29.99,44.99,15.0,58.1,100.0,58.1,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-04730,Client Martin 4730,client.4730@email.fr,+33661692299,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-11-23,29.99,44.99,15.0,68.2,100.0,68.2,0.0,Paris,75 - Paris,Île-de-France,3,27.0,85.0
CLI-04731,Client Dupont 4731,client.4731@email.fr,+33668385845,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-08-22,29.99,44.99,15.0,90.3,100.0,90.3,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,95.0
CLI-04732,Client Robert 4732,client.4732@email.fr,+33661771782,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-06-08,29.99,44.99,15.0,40.0,100.0,40.0,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,3,27.0,85.0
CLI-04733,Client Dupont 4733,client.4733@email.fr,+33658721954,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-08-21,29.99,44.99,15.0,74.4,100.0,74.4,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-04734,Client Bernard 4734,client.4734@email.fr,+33684877394,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-11-17,29.99,44.99,15.0,65.9,100.0,65.9,0.0,Montpellier,34 - Hérault,Occitanie,2,23.0,95.0
CLI-04735,Client Dupont 4735,client.4735@email.fr,+33670314699,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-04-04,29.99,44.99,15.0,66.7,100.0,66.7,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-04736,Client Bernard 4736,client.4736@email.fr,+33695483756,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-02-07,29.99,44.99,15.0,60.2,100.0,60.2,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,95.0
CLI-04737,Client Martin 4737,client.4737@email.fr,+33631946626,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-08-21,29.99,44.99,15.0,32.5,100.0,32.5,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,85.0
CLI-04738,Client Martin 4738,client.4738@email.fr,+33670775912,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-08-10,29.99,44.99,15.0,48.5,100.0,48.5,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,85.0
CLI-04739,Client Bernard 4739,client.4739@email.fr,+33643504976,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-11-15,29.99,44.99,15.0,34.6,100.0,34.6,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,1,19.0,95.0
CLI-04740,Client Petit 4740,client.4740@email.fr,+33656707986,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-07-30,29.99,44.99,15.0,67.4,100.0,67.4,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,1,19.0,95.0
CLI-04741,Client Dupont 4741,client.4741@email.fr,+33662224030,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2024-02-13,29.99,44.99,15.0,40.9,100.0,40.9,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,85.0
CLI-04742,Client Dupont 4742,client.4742@email.fr,+33670333570,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-03-06,29.99,44.99,15.0,53.0,100.0,53.0,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,95.0
CLI-04743,Client Bernard 4743,client.4743@email.fr,+33681299895,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-14,29.99,44.99,15.0,92.4,100.0,92.4,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,1,19.0,85.0
CLI-04744,Client Petit 4744,client.4744@email.fr,+33634951114,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-10-01,29.99,44.99,15.0,67.1,100.0,67.1,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,95.0
CLI-04745,Client Dupont 4745,client.4745@email.fr,+33646452920,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-01-10,29.99,44.99,15.0,87.4,100.0,87.4,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,0,15.0,85.0
CLI-04746,Client Robert 4746,client.4746@email.fr,+33638732862,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-02-11,29.99,44.99,15.0,93.7,100.0,93.7,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,1,19.0,95.0
CLI-04747,Client Martin 4747,client.4747@email.fr,+33662149746,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-12-17,29.99,44.99,15.0,34.9,100.0,34.9,0.0,Toulouse,31 - Haute-Garonne,Occitanie,0,15.0,85.0
CLI-04748,Client Bernard 4748,client.4748@email.fr,+33612581411,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-02-11,29.99,44.99,15.0,88.3,100.0,88.3,0.0,Montpellier,34 - Hérault,Occitanie,1,19.0,85.0
CLI-04749,Client Robert 4749,client.4749@email.fr,+33641620214,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-08-03,29.99,44.99,15.0,43.0,100.0,43.0,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,0,15.0,85.0
CLI-04750,Client Bernard 4750,client.4750@email.fr,+33626730043,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-05,29.99,44.99,15.0,63.4,100.0,63.4,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,85.0
CLI-04751,Client Robert 4751,client.4751@email.fr,+33638775010,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2023-11-30,29.99,44.99,15.0,35.9,100.0,35.9,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,85.0
CLI-04752,Client Dupont 4752,client.4752@email.fr,+33698003147,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-03-02,29.99,44.99,15.0,42.4,100.0,42.4,0.0,Toulouse,31 - Haute-Garonne,Occitanie,3,27.0,85.0
CLI-04753,Client Robert 4753,client.4753@email.fr,+33649442961,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2024-04-26,29.99,44.99,15.0,76.5,100.0,76.5,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,85.0
CLI-04754,Client Petit 4754,client.4754@email.fr,+33616643241,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-02-07,29.99,44.99,15.0,70.1,100.0,70.1,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,3,27.0,85.0
CLI-04755,Client Dupont 4755,client.4755@email.fr,+33664583814,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-01-02,29.99,44.99,15.0,42.6,100.0,42.6,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-04756,Client Dupont 4756,client.4756@email.fr,+33621507433,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-04-17,29.99,44.99,15.0,69.3,100.0,69.3,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,2,23.0,95.0
CLI-04757,Client Petit 4757,client.4757@email.fr,+33690567640,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-22,29.99,44.99,15.0,44.6,100.0,44.6,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,85.0
CLI-04758,Client Dupont 4758,client.4758@email.fr,+33689709207,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-03-05,29.99,44.99,15.0,48.4,100.0,48.4,0.0,Paris,75 - Paris,Île-de-France,2,23.0,95.0
CLI-04759,Client Martin 4759,client.4759@email.fr,+33612933168,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-01-24,29.99,44.99,15.0,61.2,100.0,61.2,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-04760,Client Petit 4760,client.4760@email.fr,+33678789955,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-05-25,29.99,44.99,15.0,39.5,100.0,39.5,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,1,19.0,85.0
CLI-04761,Client Bernard 4761,client.4761@email.fr,+33655005292,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2023-11-16,29.99,44.99,15.0,31.6,100.0,31.6,0.0,Toulouse,31 - Haute-Garonne,Occitanie,2,23.0,85.0
CLI-04762,Client Martin 4762,client.4762@email.fr,+33641783310,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-05-21,29.99,44.99,15.0,38.7,100.0,38.7,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-04763,Client Petit 4763,client.4763@email.fr,+33644430370,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-03-27,29.99,44.99,15.0,72.0,100.0,72.0,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-04764,Client Robert 4764,client.4764@email.fr,+33670447534,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-07-21,29.99,44.99,15.0,70.7,100.0,70.7,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,95.0
CLI-04765,Client Robert 4765,client.4765@email.fr,+33645600221,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-10-03,29.99,44.99,15.0,87.8,100.0,87.8,0.0,Montpellier,34 - Hérault,Occitanie,2,23.0,85.0
CLI-04766,Client Petit 4766,client.4766@email.fr,+33617948575,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-03-08,29.99,44.99,15.0,87.7,100.0,87.7,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,1,19.0,85.0
CLI-04767,Client Dupont 4767,client.4767@email.fr,+33677302207,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2024-03-09,29.99,44.99,15.0,31.0,100.0,31.0,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,85.0
CLI-04768,Client Bernard 4768,client.4768@email.fr,+33642734421,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-07-04,29.99,44.99,15.0,89.2,100.0,89.2,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,85.0
CLI-04769,Client Petit 4769,client.4769@email.fr,+33690183856,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-07-08,29.99,44.99,15.0,37.5,100.0,37.5,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,1,19.0,85.0
CLI-04770,Client Petit 4770,client.4770@email.fr,+33647241035,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2023-12-11,29.99,44.99,15.0,72.2,100.0,72.2,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,0,15.0,85.0
CLI-04771,Client Robert 4771,client.4771@email.fr,+33631918204,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-07-14,29.99,44.99,15.0,30.4,100.0,30.4,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-04772,Client Robert 4772,client.4772@email.fr,+33680209117,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-12-16,29.99,44.99,15.0,89.7,100.0,89.7,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-04773,Client Dupont 4773,client.4773@email.fr,+33675223213,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-02-29,29.99,44.99,15.0,34.3,100.0,34.3,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,3,27.0,85.0
CLI-04774,Client Martin 4774,client.4774@email.fr,+33621727302,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-08-01,29.99,44.99,15.0,50.7,100.0,50.7,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,3,27.0,85.0
CLI-04775,Client Martin 4775,client.4775@email.fr,+33632156985,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-01-07,29.99,44.99,15.0,72.5,100.0,72.5,0.0,Toulouse,31 - Haute-Garonne,Occitanie,1,19.0,85.0
CLI-04776,Client Bernard 4776,client.4776@email.fr,+33655597910,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2024-04-08,29.99,44.99,15.0,55.4,100.0,55.4,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,0,15.0,85.0
CLI-04777,Client Martin 4777,client.4777@email.fr,+33653453274,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-01-07,29.99,44.99,15.0,69.0,100.0,69.0,0.0,Montpellier,34 - Hérault,Occitanie,3,27.0,85.0
CLI-04778,Client Petit 4778,client.4778@email.fr,+33648959189,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-04-08,29.99,44.99,15.0,70.0,100.0,70.0,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,2,23.0,85.0
CLI-04779,Client Robert 4779,client.4779@email.fr,+33644979343,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2024-01-29,29.99,44.99,15.0,71.0,100.0,71.0,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-04780,Client Dupont 4780,client.4780@email.fr,+33683297419,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-05-24,29.99,44.99,15.0,54.4,100.0,54.4,0.0,Paris,75 - Paris,Île-de-France,3,27.0,95.0
CLI-04781,Client Robert 4781,client.4781@email.fr,+33687273008,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-10-06,29.99,44.99,15.0,78.1,100.0,78.1,0.0,Toulouse,31 - Haute-Garonne,Occitanie,0,15.0,85.0
CLI-04782,Client Bernard 4782,client.4782@email.fr,+33619207800,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2024-01-09,29.99,44.99,15.0,72.3,100.0,72.3,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,3,27.0,85.0
CLI-04783,Client Petit 4783,client.4783@email.fr,+33684675638,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2024-01-27,29.99,44.99,15.0,55.4,100.0,55.4,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,85.0
CLI-04784,Client Dupont 4784,client.4784@email.fr,+33614613040,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2024-06-02,29.99,44.99,15.0,49.1,100.0,49.1,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,2,23.0,85.0
CLI-04785,Client Bernard 4785,client.4785@email.fr,+33641842583,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2023-03-13,29.99,44.99,15.0,37.7,100.0,37.7,0.0,Marseille,13 - Bouches-du-Rhône,Provence-Alpes-Côte d'Azur,3,27.0,85.0
CLI-04786,Client Martin 4786,client.4786@email.fr,+33673237368,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2024-02-21,29.99,44.99,15.0,43.3,100.0,43.3,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,85.0
CLI-04787,Client Robert 4787,client.4787@email.fr,+33683005494,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2023-01-18,29.99,44.99,15.0,47.5,100.0,47.5,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,0,15.0,95.0
CLI-04788,Client Petit 4788,client.4788@email.fr,+33620203205,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-04-24,29.99,44.99,15.0,50.1,100.0,50.1,0.0,Montpellier,34 - Hérault,Occitanie,1,19.0,95.0
CLI-04789,Client Martin 4789,client.4789@email.fr,+33686029047,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,8,2023-04-21,29.99,44.99,15.0,43.8,100.0,43.8,0.0,Bordeaux,33 - Gironde,Nouvelle-Aquitaine,3,27.0,85.0
CLI-04790,Client Petit 4790,client.4790@email.fr,+33687672732,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-06-11,29.99,44.99,15.0,30.6,100.0,30.6,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,2,23.0,85.0
CLI-04791,Client Petit 4791,client.4791@email.fr,+33673094029,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-04-01,29.99,44.99,15.0,92.1,100.0,92.1,0.0,Grenoble,38 - Isère,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-04792,Client Martin 4792,client.4792@email.fr,+33669180893,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-11-04,29.99,44.99,15.0,58.6,100.0,58.6,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,85.0
CLI-04793,Client Petit 4793,client.4793@email.fr,+33625290226,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,7,2024-06-05,29.99,44.99,15.0,77.7,100.0,77.7,0.0,Paris,75 - Paris,Île-de-France,0,15.0,85.0
CLI-04794,Client Petit 4794,client.4794@email.fr,+33615584438,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,9,2024-02-22,29.99,44.99,15.0,88.7,100.0,88.7,0.0,Paris,75 - Paris,Île-de-France,1,19.0,85.0
CLI-04795,Client Dupont 4795,client.4795@email.fr,+33681270962,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-08-31,29.99,44.99,15.0,80.5,100.0,80.5,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,2,23.0,95.0
CLI-04796,Client Robert 4796,client.4796@email.fr,+33654561594,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,10,2023-09-25,29.99,44.99,15.0,45.0,100.0,45.0,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,1,19.0,85.0
CLI-04797,Client Bernard 4797,client.4797@email.fr,+33682875594,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2024-07-15,29.99,44.99,15.0,59.3,100.0,59.3,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-04798,Client Robert 4798,client.4798@email.fr,+33686685715,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-02-27,29.99,44.99,15.0,45.4,100.0,45.4,0.0,Annecy,74 - Haute-Savoie,Auvergne-Rhône-Alpes,3,27.0,95.0
CLI-04799,Client Dupont 4799,client.4799@email.fr,+33643164608,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,8,2023-09-29,29.99,44.99,15.0,51.9,100.0,51.9,0.0,Nice,06 - Alpes-Maritimes,Provence-Alpes-Côte d'Azur,0,15.0,85.0
CLI-04800,Client Martin 4800,client.4800@email.fr,+33677202048,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,6,2024-02-26,29.99,44.99,15.0,43.8,100.0,43.8,0.0,Lyon,69 - Rhône,Auvergne-Rhône-Alpes,0,15.0,95.0
CLI-04801,Client Martin 4801,client.4801@email.fr,+33691928429,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2023-09-04,29.99,44.99,15.0,38.1,100.0,38.1,0.0,Montpellier,34 - Hérault,Occitanie,0,15.0,85.0
CLI-04802,Client Martin 4802,client.4802@email.fr,+33652652554,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2024-03-31,29.99,44.99,15.0,84.0,100.0,84.0,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,85.0
CLI-04803,Client Robert 4803,client.4803@email.fr,+33677454814,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,9,2023-08-04,29.99,44.99,15.0,61.1,100.0,61.1,0.0,Nantes,44 - Loire-Atlantique,Pays de la Loire,3,27.0,85.0
CLI-04804,Client Robert 4804,client.4804@email.fr,+33627595186,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,7,2023-12-11,29.99,44.99,15.0,58.0,100.0,58.0,0.0,Rennes,35 - Ille-et-Vilaine,Bretagne,3,27.0,95.0
CLI-04805,Client Dupont 4805,client.4805@email.fr,+33683056823,B2C_PARTICULIER,,FORF-4G-LTE,Forfait 4G LTE 100 Go,ACTIF,10,2024-05-12,29.99,44.99,15.0,46.2,100.0,46.2,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,0,15.0,85.0
CLI-04806,Client Petit 4806,client.4806@email.fr,+33656093389,B2C_PARTICULIER,,FORF-5G-MAX,Forfait 5G Max Illimité,ACTIF,6,2023-03-20,29.99,44.99,15.0,37.9,100.0,37.9,0.0,Strasbourg,67 - Bas-Rhin,Grand Est,2,23.0,85.0
